,Rank,Name,Platform,Year,Genre,Publisher,Overview
260,262,Super Mario 3D World,WiiU,2013,Platform,Nintendo,2013 Platform by Nintendo rank 262
261,263,Batman: Arkham Asylum,PS3,2009,Action,Eidos Interactive,2009 Action by Eidos Interactive rank 263
262,264,Assassin's Creed: Revelations,PS3,2011,Action,Ubisoft,2011 Action by Ubisoft rank 264
263,265,Namco Museum,GBA,2001,Misc,Namco Bandai Games,2001 Misc by Namco Bandai Games rank 265
264,266,Metal Gear Solid 3: Snake Eater,PS2,2004,Action,Konami Digital Entertainment,2004 Action by Konami Digital Entertainment rank 266
265,267,Daxter,PSP,2006,Platform,Sony Computer Entertainment,2006 Platform by Sony Computer Entertainment rank 267
266,268,Warcraft II: Tides of Darkness,PC,1995,Strategy,Activision,1995 Strategy by Activision rank 268
267,269,The Legend of Zelda: Ocarina of Time,3DS,2011,Action,Nintendo,2011 Action by Nintendo rank 269
268,270,FIFA Soccer 06,PS2,2005,Sports,Electronic Arts,2005 Sports by Electronic Arts rank 270
269,271,EyeToy Play,PS2,2003,Misc,Sony Computer Entertainment,2003 Misc by Sony Computer Entertainment rank 271
270,272,Uncharted 4: A Thief's End,PS4,2016,Shooter,Sony Computer Entertainment,2016 Shooter by Sony Computer Entertainment rank 272
271,273,Gran Turismo 5 Prologue,PS3,2007,Racing,Sony Computer Entertainment,2007 Racing by Sony Computer Entertainment rank 273
272,274,Assassin's Creed: Revelations,X360,2011,Action,Ubisoft,2011 Action by Ubisoft rank 274
273,275,Street Fighter IV,PS3,2009,Fighting,Capcom,2009 Fighting by Capcom rank 275
274,276,FIFA 12,X360,2011,Sports,Electronic Arts,2011 Sports by Electronic Arts rank 276
275,277,Teenage Mutant Ninja Turtles,NES,1989,Action,Palcom,1989 Action by Palcom rank 277
276,278,Excitebike,NES,1984,Racing,Nintendo,1984 Racing by Nintendo rank 278
277,279,Frogger,PS,1997,Action,Hasbro Interactive,1997 Action by Hasbro Interactive rank 279
278,280,Madden NFL 2003,PS2,2002,Sports,Electronic Arts,2002 Sports by Electronic Arts rank 280
279,281,Watch Dogs,PS4,2014,Action,Ubisoft,2014 Action by Ubisoft rank 281
280,282,Half-Life,PC,1997,Shooter,Vivendi Games,1997 Shooter by Vivendi Games rank 282
281,283,Super Mario World 2: Yoshi's Island,SNES,1995,Platform,Nintendo,1995 Platform by Nintendo rank 283
282,284,FIFA Soccer 07,PS2,2006,Sports,Electronic Arts,2006 Sports by Electronic Arts rank 284
283,285,The Legend of Zelda: Skyward Sword,Wii,2011,Action,Nintendo,2011 Action by Nintendo rank 285
284,286,Street Fighter II Turbo,SNES,1992,Fighting,Capcom,1992 Fighting by Capcom rank 286
285,287,Carnival Games,Wii,2007,Misc,Take-Two Interactive,2007 Misc by Take-Two Interactive rank 287
286,288,Fallout 4,XOne,2015,Role-Playing,Bethesda Softworks,2015 Role-Playing by Bethesda Softworks rank 288
287,289,World of Warcraft: The Burning Crusade,PC,2007,Role-Playing,Activision,2007 Role-Playing by Activision rank 289
288,290,Fallout: New Vegas,X360,2010,Role-Playing,Bethesda Softworks,2010 Role-Playing by Bethesda Softworks rank 290
289,291,God of War II,PS2,2007,Action,Sony Computer Entertainment,2007 Action by Sony Computer Entertainment rank 291
290,292,Forza Motorsport 2,X360,2007,Racing,Microsoft Game Studios,2007 Racing by Microsoft Game Studios rank 292
291,293,World Soccer Winning Eleven 9,PS2,2005,Sports,Konami Digital Entertainment,2005 Sports by Konami Digital Entertainment rank 293
292,294,Namco Museum Vol.3,PS,1996,Misc,Sony Computer Entertainment,1996 Misc by Sony Computer Entertainment rank 294
293,295,Tekken Tag Tournament,PS2,2000,Fighting,Namco Bandai Games,2000 Fighting by Namco Bandai Games rank 295
294,296,Far Cry 4,PS4,2014,Shooter,Ubisoft,2014 Shooter by Ubisoft rank 296
295,297,Star Fox 64,N64,1997,Shooter,Nintendo,1997 Shooter by Nintendo rank 297
296,298,Minecraft,PS4,2014,Misc,Sony Computer Entertainment Europe,2014 Misc by Sony Computer Entertainment Europe rank 298
297,299,Golf,NES,1984,Sports,Nintendo,1984 Sports by Nintendo rank 299
298,300,Fallout 3,PS3,2008,Role-Playing,Bethesda Softworks,2008 Role-Playing by Bethesda Softworks rank 300
299,301,Professor Layton and the Diabolical Box,DS,2007,Puzzle,Nintendo,2007 Puzzle by Nintendo rank 301
300,302,Left 4 Dead 2,X360,2009,Shooter,Electronic Arts,2009 Shooter by Electronic Arts rank 302
301,303,Namco Museum: 50th Anniversary,PS2,2005,Misc,Namco Bandai Games,2005 Misc by Namco Bandai Games rank 303
302,304,EA Sports Active,Wii,2009,Sports,Electronic Arts,2009 Sports by Electronic Arts rank 304
303,305,Assassin's Creed: Unity,PS4,2014,Action,Ubisoft,2014 Action by Ubisoft rank 305
304,306,Donkey Kong Land,GB,1994,Platform,Nintendo,1994 Platform by Nintendo rank 306
305,307,Tony Hawk's Underground,PS2,2003,Sports,Activision,2003 Sports by Activision rank 307
306,308,Assassin's Creed IV: Black Flag,PS3,2013,Action,Ubisoft,2013 Action by Ubisoft rank 308
307,309,Monster Hunter 4 Ultimate,3DS,2014,Role-Playing,Nintendo,2014 Role-Playing by Nintendo rank 309
308,310,MotorStorm,PS3,2006,Racing,Sony Computer Entertainment,2006 Racing by Sony Computer Entertainment rank 310
309,311,The Elder Scrolls V: Skyrim,PC,2011,Role-Playing,Bethesda Softworks,2011 Role-Playing by Bethesda Softworks rank 311
310,312,Tekken 5,PS2,2005,Fighting,Namco Bandai Games,2005 Fighting by Namco Bandai Games rank 312
311,313,Dragon Warrior III,NES,1988,Role-Playing,Enix Corporation,1988 Role-Playing by Enix Corporation rank 313
312,314,Sports Champions,PS3,2010,Sports,Sony Computer Entertainment,2010 Sports by Sony Computer Entertainment rank 314
313,315,NBA 2K16,PS4,2015,Sports,Take-Two Interactive,2015 Sports by Take-Two Interactive rank 315
314,316,World Soccer Winning Eleven 8 International,PS2,2004,Sports,Konami Digital Entertainment,2004 Sports by Konami Digital Entertainment rank 316
315,317,Flash Focus: Vision Training in Minutes a Day,DS,2007,Misc,Nintendo,2007 Misc by Nintendo rank 317
316,318,Namco Museum Vol.1,PS,1995,Misc,Sony Computer Entertainment,1995 Misc by Sony Computer Entertainment rank 318
317,319,The Legend of Zelda: Link's Awakening,GB,1992,Action,Nintendo,1992 Action by Nintendo rank 319
318,320,Mario & Luigi: Bowser's Inside Story,DS,2009,Role-Playing,Nintendo,2009 Role-Playing by Nintendo rank 320
319,321,Big Brain Academy: Wii Degree,Wii,2007,Misc,Nintendo,2007 Misc by Nintendo rank 321
320,322,Nintendogs + cats,3DS,2011,Simulation,Nintendo,2011 Simulation by Nintendo rank 322
321,323,Batman: Arkham Knight,PS4,2015,Action,Warner Bros. Interactive Entertainment,2015 Action by Warner Bros. Interactive Entertainment rank 323
322,324,Mario & Sonic at the London 2012 Olympic Games,Wii,2011,Sports,Sega,2011 Sports by Sega rank 324
323,325,LEGO Indiana Jones: The Original Adventures,X360,2008,Action,Activision,2008 Action by Activision rank 325
324,326,Resident Evil Director's Cut,PS,1996,Action,Virgin Interactive,1996 Action by Virgin Interactive rank 326
325,327,Ratchet & Clank: Size Matters,PSP,2007,Platform,Sony Computer Entertainment,2007 Platform by Sony Computer Entertainment rank 327
326,328,Just Dance 2014,Wii,2013,Misc,Ubisoft,2013 Misc by Ubisoft rank 328
327,329,The Sims: Unleashed,PC,2002,Simulation,Electronic Arts,2002 Simulation by Electronic Arts rank 329
328,330,Super Paper Mario,Wii,2007,Platform,Nintendo,2007 Platform by Nintendo rank 330
329,331,Harry Potter and the Sorcerer's Stone,PS,2001,Action,Electronic Arts,2001 Action by Electronic Arts rank 331
330,332,The Witcher 3: Wild Hunt,PS4,2015,Role-Playing,Namco Bandai Games,2015 Role-Playing by Namco Bandai Games rank 332
331,333,Resident Evil 3: Nemesis,PS,1999,Action,Eidos Interactive,1999 Action by Eidos Interactive rank 333
332,334,Spyro: Year of the Dragon,PS,2000,Platform,Sony Computer Entertainment,2000 Platform by Sony Computer Entertainment rank 334
333,335,FIFA Soccer 2005,PS2,2004,Sports,Electronic Arts,2004 Sports by Electronic Arts rank 335
334,336,Pokémon Trading Card Game,GB,1998,Strategy,Nintendo,1998 Strategy by Nintendo rank 336
335,337,Battlefield 4,PS3,2013,Shooter,Electronic Arts,2013 Shooter by Electronic Arts rank 337
336,338,MySims,DS,2007,Simulation,Electronic Arts,2007 Simulation by Electronic Arts rank 338
337,339,Friend Collection,DS,2009,Misc,Nintendo,2009 Misc by Nintendo rank 339
338,340,Tony Hawk's Pro Skater 4,PS2,2002,Sports,Activision,2002 Sports by Activision rank 340
339,341,Midnight Club 3: DUB Edition,PSP,2005,Racing,Take-Two Interactive,2005 Racing by Take-Two Interactive rank 341
340,342,Banjo-Kazooie,N64,1998,Platform,Nintendo,1998 Platform by Nintendo rank 342
341,343,SOCOM: U.S. Navy SEALs,PS2,2002,Shooter,Sony Computer Entertainment,2002 Shooter by Sony Computer Entertainment rank 343
342,344,Guitar Hero: World Tour,Wii,2008,Misc,Activision,2008 Misc by Activision rank 344
343,345,Gran Turismo 6,PS3,2013,Racing,Sony Computer Entertainment,2013 Racing by Sony Computer Entertainment rank 345
344,346,Jak and Daxter: The Precursor Legacy,PS2,2001,Platform,Sony Computer Entertainment,2001 Platform by Sony Computer Entertainment rank 346
345,347,Pokemon Snap,N64,1999,Simulation,Nintendo,1999 Simulation by Nintendo rank 347
346,348,FIFA Soccer 10,PS3,2009,Sports,Electronic Arts,2009 Sports by Electronic Arts rank 348
347,349,Pro Evolution Soccer 2008,PS2,2007,Sports,Konami Digital Entertainment,2007 Sports by Konami Digital Entertainment rank 349
348,350,Call of Duty: Ghosts,PS4,2013,Shooter,Activision,2013 Shooter by Activision rank 350
349,351,Resident Evil 4,PS2,2005,Action,Capcom,2005 Action by Capcom rank 351
350,352,Tom Clancy's The Division,PS4,2016,Shooter,Ubisoft,2016 Shooter by Ubisoft rank 352
351,353,Star Wars: Battlefront,PS2,2004,Shooter,LucasArts,2004 Shooter by LucasArts rank 353
352,354,Doom II: Hell on Earth,PC,1994,Shooter,Virgin Interactive,1994 Shooter by Virgin Interactive rank 354
353,355,The Simpsons: Road Rage,PS2,2001,Racing,Electronic Arts,2001 Racing by Electronic Arts rank 355
354,356,Cooking Mama 2: Dinner With Friends,DS,2007,Simulation,505 Games,2007 Simulation by 505 Games rank 356
355,357,Luigi's Mansion,GC,2001,Action,Nintendo,2001 Action by Nintendo rank 357
356,358,Star Wars: Battlefront II,PS2,2005,Shooter,LucasArts,2005 Shooter by LucasArts rank 358
357,359,WWF SmackDown!,PS,2000,Fighting,THQ,2000 Fighting by THQ rank 359
358,360,Croc: Legend of the Gobbos,PS,1997,Platform,Fox Interactive,1997 Platform by Fox Interactive rank 360
359,361,Grand Theft Auto: Liberty City Stories,PS2,2006,Action,Take-Two Interactive,2006 Action by Take-Two Interactive rank 361
360,362,The Getaway,PS2,2002,Action,Sony Computer Entertainment,2002 Action by Sony Computer Entertainment rank 362
361,363,Tomb Raider III: Adventures of Lara Croft,PS,1997,Action,Eidos Interactive,1997 Action by Eidos Interactive rank 363
362,364,James Bond 007: Agent Under Fire,PS2,2001,Shooter,Electronic Arts,2001 Shooter by Electronic Arts rank 364
363,365,LEGO Star Wars: The Video Game,PS2,2005,Action,Eidos Interactive,2005 Action by Eidos Interactive rank 365
364,366,Battlefield 4,X360,2013,Shooter,Electronic Arts,2013 Shooter by Electronic Arts rank 366
365,367,FIFA Soccer 11,X360,2010,Sports,Electronic Arts,2010 Sports by Electronic Arts rank 367
366,368,Rugrats in Paris: The Movie,PS,2000,Action,THQ,2000 Action by THQ rank 368
367,369,Spyro 2: Ripto's Rage!,PS,1999,Platform,Sony Computer Entertainment,1999 Platform by Sony Computer Entertainment rank 369
368,370,Left 4 Dead,X360,2008,Shooter,Electronic Arts,2008 Shooter by Electronic Arts rank 370
369,371,Mario & Sonic at the Olympic Winter Games,DS,2009,Sports,Sega,2009 Sports by Sega rank 371
370,372,Resident Evil 5,X360,2009,Action,Capcom,2009 Action by Capcom rank 372
371,373,Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,1996,Platform,Nintendo,1996 Platform by Nintendo rank 373
372,374,Assassin's Creed: Brotherhood,X360,2010,Action,Ubisoft,2010 Action by Ubisoft rank 374
373,375,Kung Fu,NES,1985,Action,Nintendo,1985 Action by Nintendo rank 375
374,376,Batman: Arkham Asylum,X360,2009,Action,Eidos Interactive,2009 Action by Eidos Interactive rank 376
375,377,Clubhouse Games,DS,2006,Misc,Nintendo,2006 Misc by Nintendo rank 377
376,379,Star Wars Battlefront (2015),XOne,2015,Shooter,Electronic Arts,2015 Shooter by Electronic Arts rank 379
377,380,Battlefield: Bad Company 2,X360,2010,Shooter,Electronic Arts,2010 Shooter by Electronic Arts rank 380
378,381,Guitar Hero: On Tour,DS,2008,Misc,Activision,2008 Misc by Activision rank 381
379,382,Assassin's Creed: Unity,XOne,2014,Action,Ubisoft,2014 Action by Ubisoft rank 382
380,383,Far Cry 3,PS3,2012,Shooter,Ubisoft,2012 Shooter by Ubisoft rank 383
381,384,Monster Hunter 4,3DS,2013,Role-Playing,Capcom,2013 Role-Playing by Capcom rank 384
382,385,Borderlands,X360,2009,Shooter,Take-Two Interactive,2009 Shooter by Take-Two Interactive rank 385
383,386,Tekken 4,PS2,2002,Fighting,Namco Bandai Games,2002 Fighting by Namco Bandai Games rank 386
384,387,Battlefield 4,PS4,2013,Shooter,Electronic Arts,2013 Shooter by Electronic Arts rank 387
385,388,LittleBigPlanet 2,PS3,2011,Platform,Sony Computer Entertainment,2011 Platform by Sony Computer Entertainment rank 388
386,389,Grand Theft Auto 2,PS,1998,Action,Take-Two Interactive,1998 Action by Take-Two Interactive rank 389
387,390,Final Fantasy III,SNES,1994,Role-Playing,SquareSoft,1994 Role-Playing by SquareSoft rank 390
388,391,Spider-Man 2,PS2,2004,Action,Activision,2004 Action by Activision rank 391
389,392,F-1 Race,GB,1990,Racing,Nintendo,1990 Racing by Nintendo rank 392
390,393,FIFA Soccer 2003,PS2,2002,Sports,Electronic Arts,2002 Sports by Electronic Arts rank 393
391,394,Crash Bash,PS,2000,Misc,Sony Computer Entertainment,2000 Misc by Sony Computer Entertainment rank 394
392,395,LEGO Batman: The Videogame,X360,2008,Action,Warner Bros. Interactive Entertainment,2008 Action by Warner Bros. Interactive Entertainment rank 395
393,396,Metal Gear Solid V: The Phantom Pain,PS4,2015,Action,Konami Digital Entertainment,2015 Action by Konami Digital Entertainment rank 396
394,397,The Legend of Zelda: Spirit Tracks,DS,2009,Action,Nintendo,2009 Action by Nintendo rank 397
395,398,WWF War Zone,PS,1998,Fighting,Acclaim Entertainment,1998 Fighting by Acclaim Entertainment rank 398
396,399,The Legend of Zelda: Majora's Mask,N64,2000,Action,Nintendo,2000 Action by Nintendo rank 399
397,400,Professor Layton and the Unwound Future,DS,2008,Puzzle,Nintendo,2008 Puzzle by Nintendo rank 400
398,401,Rugrats: Search For Reptar,PS,1998,Adventure,THQ,1998 Adventure by THQ rank 401
399,402,Assassin's Creed IV: Black Flag,X360,2013,Action,Ubisoft,2013 Action by Ubisoft rank 402
400,403,English Training: Have Fun Improving Your Skills!,DS,2006,Misc,Nintendo,2006 Misc by Nintendo rank 403
401,404,James Bond 007: Nightfire,PS2,2002,Shooter,Electronic Arts,2002 Shooter by Electronic Arts rank 404
402,405,Ratchet & Clank,PS2,2002,Platform,Sony Computer Entertainment,2002 Platform by Sony Computer Entertainment rank 405
403,406,Mario Party 9,Wii,2012,Misc,Nintendo,2012 Misc by Nintendo rank 406
404,407,Star Wars Episode III: Revenge of the Sith,PS2,2005,Action,LucasArts,2005 Action by LucasArts rank 407
405,408,Max Payne,PS2,2001,Shooter,Take-Two Interactive,2001 Shooter by Take-Two Interactive rank 408
406,409,The Lord of the Rings: The Return of the King,PS2,2003,Action,Electronic Arts,2003 Action by Electronic Arts rank 409
407,410,Assassin's Creed Syndicate,PS4,2015,Action,Ubisoft,2015 Action by Ubisoft rank 410
408,411,Destiny,XOne,2014,Shooter,Activision,2014 Shooter by Activision rank 411
409,412,True Crime: Streets of LA,PS2,2003,Action,Activision,2003 Action by Activision rank 412
410,413,Wii Music,Wii,2008,Misc,Nintendo,2008 Misc by Nintendo rank 413
411,414,Gran Turismo (PSP),PSP,2009,Racing,Sony Computer Entertainment,2009 Racing by Sony Computer Entertainment rank 414
412,415,Monster Hunter X,3DS,2015,Action,Capcom,2015 Action by Capcom rank 415
413,416,Tekken,PS,1995,Fighting,Sony Computer Entertainment,1995 Fighting by Sony Computer Entertainment rank 416
414,417,FIFA 16,XOne,2015,Sports,Electronic Arts,2015 Sports by Electronic Arts rank 417
415,418,L.A. Noire,PS3,2011,Adventure,Take-Two Interactive,2011 Adventure by Take-Two Interactive rank 418
416,419,Madden NFL 16,PS4,2015,Sports,Electronic Arts,2015 Sports by Electronic Arts rank 419
417,420,Yokai Watch 2 Ganso/Honke,3DS,2014,Role-Playing,Nintendo,2014 Role-Playing by Nintendo rank 420
418,421,007: Tomorrow Never Dies,PS,1999,Shooter,Electronic Arts,1999 Shooter by Electronic Arts rank 421
419,422,Baseball,NES,1983,Sports,Nintendo,1983 Sports by Nintendo rank 422
420,423,Killer Instinct,SNES,1995,Fighting,Nintendo,1995 Fighting by Nintendo rank 423
421,424,WWF SmackDown! 2: Know Your Role,PS,2000,Fighting,THQ,2000 Fighting by THQ rank 424
422,425,Crisis Core: Final Fantasy VII,PSP,2007,Role-Playing,Square Enix,2007 Role-Playing by Square Enix rank 425
423,426,God of War: Chains of Olympus,PSP,2008,Action,Sony Computer Entertainment,2008 Action by Sony Computer Entertainment rank 426
424,427,Dragon Quest VI: Maboroshi no Daichi,SNES,1995,Role-Playing,Enix Corporation,1995 Role-Playing by Enix Corporation rank 427
425,428,Dance Central,X360,2010,Misc,MTV Games,2010 Misc by MTV Games rank 428
426,429,Enter the Matrix,PS2,2003,Action,Atari,2003 Action by Atari rank 429
427,430,Super Mario Maker,WiiU,2015,Platform,Nintendo,2015 Platform by Nintendo rank 430
428,431,Fallout: New Vegas,PS3,2010,Role-Playing,Bethesda Softworks,2010 Role-Playing by Bethesda Softworks rank 431
429,433,Rhythm Heaven,DS,2008,Misc,Nintendo,2008 Misc by Nintendo rank 433
430,434,Ace Combat 04: Shattered Skies,PS2,2001,Simulation,Sony Computer Entertainment Europe,2001 Simulation by Sony Computer Entertainment Europe rank 434
431,435,Club Penguin: Elite Penguin Force,DS,2008,Adventure,Disney Interactive Studios,2008 Adventure by Disney Interactive Studios rank 435
432,436,Animal Crossing,GC,2001,Simulation,Nintendo,2001 Simulation by Nintendo rank 436
433,437,LEGO Batman: The Videogame,DS,2008,Action,Warner Bros. Interactive Entertainment,2008 Action by Warner Bros. Interactive Entertainment rank 437
434,438,Sonic Rush,DS,2005,Platform,Sega,2005 Platform by Sega rank 438
435,439,Resident Evil 6,PS3,2012,Shooter,Capcom,2012 Shooter by Capcom rank 439
436,440,Halo: The Master Chief Collection,XOne,2014,Shooter,Microsoft Game Studios,2014 Shooter by Microsoft Game Studios rank 440
437,441,FIFA Soccer 08,PS2,2007,Sports,Electronic Arts,2007 Sports by Electronic Arts rank 441
438,442,Spider-Man,PS,2000,Action,Activision,2000 Action by Activision rank 442
439,443,Need for Speed III: Hot Pursuit,PS,1998,Racing,Electronic Arts,1998 Racing by Electronic Arts rank 443
440,444,Star Wars Episode I Racer,N64,1999,Racing,Nintendo,1999 Racing by Nintendo rank 444
441,445,Personal Trainer: Cooking,DS,2006,Misc,Nintendo,2006 Misc by Nintendo rank 445
442,446,The Elder Scrolls IV: Oblivion,PS3,2007,Role-Playing,Ubisoft,2007 Role-Playing by Ubisoft rank 446
443,447,Dragon Warrior IV,NES,1990,Role-Playing,Enix Corporation,1990 Role-Playing by Enix Corporation rank 447
