,Rank,Name,Overview
396,399,The Legend of Zelda: Majora's Mask,2000 Action by Nintendo rank 399
397,400,Professor Layton and the Unwound Future,2008 Puzzle by Nintendo rank 400
398,401,Rugrats: Search For Reptar,1998 Adventure by THQ rank 401
399,402,Assassin's Creed IV: Black Flag,2013 Action by Ubisoft rank 402
400,403,English Training: Have Fun Improving Your Skills!,2006 Misc by Nintendo rank 403
401,404,James Bond 007: Nightfire,2002 Shooter by Electronic Arts rank 404
402,405,Ratchet & Clank,2002 Platform by Sony Computer Entertainment rank 405
403,406,Mario Party 9,2012 Misc by Nintendo rank 406
404,407,Star Wars Episode III: Revenge of the Sith,2005 Action by LucasArts rank 407
405,408,Max Payne,2001 Shooter by Take-Two Interactive rank 408
406,409,The Lord of the Rings: The Return of the King,2003 Action by Electronic Arts rank 409
407,410,Assassin's Creed Syndicate,2015 Action by Ubisoft rank 410
408,411,Destiny,2014 Shooter by Activision rank 411
409,412,True Crime: Streets of LA,2003 Action by Activision rank 412
410,413,Wii Music,2008 Misc by Nintendo rank 413
411,414,Gran Turismo (PSP),2009 Racing by Sony Computer Entertainment rank 414
412,415,Monster Hunter X,2015 Action by Capcom rank 415
413,416,Tekken,1995 Fighting by Sony Computer Entertainment rank 416
414,417,FIFA 16,2015 Sports by Electronic Arts rank 417
415,418,L.A. Noire,2011 Adventure by Take-Two Interactive rank 418
416,419,Madden NFL 16,2015 Sports by Electronic Arts rank 419
417,420,Yokai Watch 2 Ganso/Honke,2014 Role-Playing by Nintendo rank 420
418,421,007: Tomorrow Never Dies,1999 Shooter by Electronic Arts rank 421
419,422,Baseball,1983 Sports by Nintendo rank 422
420,423,Killer Instinct,1995 Fighting by Nintendo rank 423
421,424,WWF SmackDown! 2: Know Your Role,2000 Fighting by THQ rank 424
422,425,Crisis Core: Final Fantasy VII,2007 Role-Playing by Square Enix rank 425
423,426,God of War: Chains of Olympus,2008 Action by Sony Computer Entertainment rank 426
424,427,Dragon Quest VI: Maboroshi no Daichi,1995 Role-Playing by Enix Corporation rank 427
425,428,Dance Central,2010 Misc by MTV Games rank 428
426,429,Enter the Matrix,2003 Action by Atari rank 429
427,430,Super Mario Maker,2015 Platform by Nintendo rank 430
428,431,Fallout: New Vegas,2010 Role-Playing by Bethesda Softworks rank 431
429,433,Rhythm Heaven,2008 Misc by Nintendo rank 433
430,434,Ace Combat 04: Shattered Skies,2001 Simulation by Sony Computer Entertainment Europe rank 434
431,435,Club Penguin: Elite Penguin Force,2008 Adventure by Disney Interactive Studios rank 435
432,436,Animal Crossing,2001 Simulation by Nintendo rank 436
433,437,LEGO Batman: The Videogame,2008 Action by Warner Bros. Interactive Entertainment rank 437
434,438,Sonic Rush,2005 Platform by Sega rank 438
435,439,Resident Evil 6,2012 Shooter by Capcom rank 439
436,440,Halo: The Master Chief Collection,2014 Shooter by Microsoft Game Studios rank 440
437,441,FIFA Soccer 08,2007 Sports by Electronic Arts rank 441
438,442,Spider-Man,2000 Action by Activision rank 442
439,443,Need for Speed III: Hot Pursuit,1998 Racing by Electronic Arts rank 443
440,444,Star Wars Episode I Racer,1999 Racing by Nintendo rank 444
441,445,Personal Trainer: Cooking,2006 Misc by Nintendo rank 445
442,446,The Elder Scrolls IV: Oblivion,2007 Role-Playing by Ubisoft rank 446
443,447,Dragon Warrior IV,1990 Role-Playing by Enix Corporation rank 447
444,448,Heavy Rain,2010 Adventure by Sony Computer Entertainment rank 448
445,449,Mass Effect 2,2010 Role-Playing by Electronic Arts rank 449
446,450,FIFA 15,2014 Sports by Electronic Arts rank 450
447,451,Dragon Ball Z: Budokai,2002 Fighting by Atari rank 451
448,452,Madden NFL 2002,2001 Sports by Electronic Arts rank 452
449,453,World Class Track Meet,1986 Sports by Namco Bandai Games rank 453
450,454,Borderlands 2,2012 Shooter by Take-Two Interactive rank 454
451,455,The Legend of Zelda: A Link Between Worlds,2013 Action by Nintendo rank 455
452,456,Donkey Kong,1994 Platform by Nintendo rank 456
453,457,The Sims: Vacation,2002 Simulation by Electronic Arts rank 457
454,458,Mass Effect 3,2012 Role-Playing by Electronic Arts rank 458
455,459,Kung Fu Panda,2008 Action by Activision rank 459
456,460,Far Cry 3,2012 Shooter by Ubisoft rank 460
457,461,Epic Mickey,2010 Platform by Disney Interactive Studios rank 461
458,462,Saints Row 2,2008 Action by THQ rank 462
459,463,Rayman,1995 Platform by Ubisoft rank 463
460,464,Killzone 2,2009 Shooter by Sony Computer Entertainment rank 464
461,465,Tom Clancy's Splinter Cell,2002 Action by Ubisoft rank 465
462,466,Mike Tyson's Punch-Out!!,1987 Fighting by Nintendo rank 466
463,467,WWE SmackDown! Shut Your Mouth,2002 Sports by THQ rank 467
464,468,Gears of War: Ultimate Edition,2015 Shooter by Microsoft Game Studios rank 468
465,469,NBA 2K13,2012 Sports by Take-Two Interactive rank 469
466,470,Dragon Ball Z: Budokai Tenkaichi 3,2007 Fighting by Atari rank 470
467,472,Middle-Earth: Shadow of Mordor,2014 Action by Warner Bros. Interactive Entertainment rank 472
468,473,Star Fox,1993 Shooter by Nintendo rank 473
469,474,The Sims: Livin Large,2000 Misc by Electronic Arts rank 474
470,475,World Soccer Winning Eleven 6 International,2002 Sports by Konami Digital Entertainment rank 475
471,476,Devil May Cry,2001 Action by Capcom rank 476
472,477,Animal Crossing: Happy Home Designer,2015 Simulation by Nintendo rank 477
473,478,Battlefield: Bad Company 2,2010 Shooter by Electronic Arts rank 478
474,479,The Sims 4,2014 Simulation by Electronic Arts rank 479
475,480,Star Wars: The Old Republic,2011 Role-Playing by Electronic Arts rank 480
476,481,Sonic Heroes,2003 Platform by Sega rank 481
477,482,Kirby Super Star Ultra,2008 Platform by Nintendo rank 482
478,483,Hitman 2: Silent Assassin,2002 Action by Eidos Interactive rank 483
479,484,Street Fighter IV,2009 Fighting by Capcom rank 484
480,485,Wave Race 64,1996 Racing by Nintendo rank 485
481,486,SOCOM II: U.S. Navy SEALs,2003 Shooter by Sony Computer Entertainment rank 486
482,487,WWE SmackDown! vs. RAW 2006,2005 Fighting by THQ rank 487
483,488,inFAMOUS,2009 Action by Sony Computer Entertainment rank 488
484,489,Pac-Man Collection,2001 Puzzle by Atari rank 489
485,490,Mass Effect,2007 Role-Playing by Microsoft Game Studios rank 490
486,491,WarioWare: Smooth Moves,2006 Puzzle by Nintendo rank 491
487,492,Cooking Mama: Cook Off,2007 Simulation by 505 Games rank 492
488,493,Super Mario World 2: Yoshi's Island,2002 Platform by Nintendo rank 493
489,494,FIFA 14,2013 Sports by Electronic Arts rank 494
490,495,Titanfall,2014 Shooter by Electronic Arts rank 495
491,496,Sonic Mega Collection Plus,2004 Misc by Sega rank 496
492,497,Sega Superstars Tennis,2008 Sports by Sega rank 497
493,498,World Soccer Winning Eleven 7 International,2003 Sports by Konami Digital Entertainment rank 498
494,499,Need for Speed: Most Wanted,2012 Racing by Electronic Arts rank 499
495,500,Hot Shots Golf 3,2001 Sports by Sony Computer Entertainment rank 500
496,501,Call of Duty: Finest Hour,2004 Shooter by Activision rank 501
497,502,Zumba Fitness 2,2011 Sports by Majesco Entertainment rank 502
498,503,Syphon Filter,1999 Shooter by Sony Computer Entertainment rank 503
499,504,Imagine: Babyz,2007 Simulation by Ubisoft rank 504
500,505,Colin McRae Rally,1998 Racing by Codemasters rank 505
501,506,Call of Duty: Ghosts,2013 Shooter by Activision rank 506
502,507,Madden NFL 13,2012 Sports by Electronic Arts rank 507
503,508,The Elder Scrolls III: Morrowind,2002 Role-Playing by Ubisoft rank 508
504,509,Mortal Kombat,2011 Fighting by Warner Bros. Interactive Entertainment rank 509
505,510,F-Zero,1990 Racing by Nintendo rank 510
506,511,Yoshi's Story,1997 Platform by Nintendo rank 511
507,512,Command & Conquer: Red Alert,1996 Strategy by Virgin Interactive rank 512
508,513,Skylanders: Spyro's Adventure,2011 Action by Activision rank 513
509,514,FIFA 16,2015 Sports by Electronic Arts rank 514
510,515,Assassin's Creed: Brotherhood,2010 Action by Ubisoft rank 515
511,516,BioShock,2007 Shooter by Take-Two Interactive rank 516
512,517,Madden NFL 10,2009 Sports by Electronic Arts rank 517
513,518,Medal of Honor,2010 Shooter by Electronic Arts rank 518
514,519,WWE SmackDown! vs. Raw,2002 Fighting by THQ rank 519
515,520,Metroid Prime,2002 Shooter by Nintendo rank 520
516,521,Finding Nemo,2003 Action by THQ rank 521
517,522,Myst,1994 Adventure by Red Orb rank 522
518,523,Need for Speed: Hot Pursuit,2010 Racing by Electronic Arts rank 523
519,524,Imagine: Fashion Designer,2007 Simulation by Ubisoft rank 524
520,525,WWE SmackDown! Here Comes the Pain,2003 Fighting by THQ rank 525
521,526,Star Wars: The Force Unleashed,2008 Action by LucasArts rank 526
522,527,Yoshi's Island DS,2006 Platform by Nintendo rank 527
523,528,Hot Shots Golf,1997 Sports by Sony Computer Entertainment rank 528
524,529,Killzone 3,2011 Shooter by Sony Computer Entertainment rank 529
525,530,A Bug's Life,1998 Platform by Sony Computer Entertainment rank 530
526,531,WWF SmackDown! Just Bring It,2001 Fighting by THQ rank 531
527,532,Dragon Quest V: Tenkuu no Hanayome,1992 Role-Playing by Enix Corporation rank 532
528,533,Mortal Kombat Trilogy,1996 Fighting by GT Interactive rank 533
529,534,Battlefield 3,2011 Shooter by Electronic Arts rank 534
530,535,NBA Street,2001 Sports by Electronic Arts rank 535
531,536,Professor Layton and the Last Specter,2009 Puzzle by Nintendo rank 536
532,537,Monster Hunter Tri,2011 Role-Playing by Nintendo rank 537
533,538,Jak II,2003 Platform by Sony Computer Entertainment rank 538
534,539,inFAMOUS: Second Son,2014 Action by Sony Computer Entertainment rank 539
535,540,Ratchet & Clank: Going Commando,2003 Platform by Sony Computer Entertainment rank 540
536,541,Tekken 6,2009 Fighting by Namco Bandai Games rank 541
537,542,The Sims,2003 Simulation by Electronic Arts rank 542
538,543,Sonic and the Secret Rings,2007 Platform by Sega rank 543
539,544,Saints Row: The Third,2011 Action by THQ rank 544
540,545,Missile Command,1980 Shooter by Atari rank 545
541,546,Mario Paint,1992 Misc by Nintendo rank 546
542,547,Assassin's Creed IV: Black Flag,2013 Action by Ubisoft rank 547
543,548,Pokémon Stadium 2,2000 Strategy by Nintendo rank 548
544,549,Metroid,1986 Action by Nintendo rank 549
545,550,L.A. Noire,2011 Adventure by Take-Two Interactive rank 550
546,551,Call of Duty 3,2006 Shooter by Activision rank 551
547,552,The Legend of Zelda: A Link to the Past,2002 Action by Nintendo rank 552
548,553,Onimusha: Warlords,2001 Action by Virgin Interactive rank 553
549,554,Mortal Kombat X,2015 Fighting by Warner Bros. Interactive Entertainment rank 554
550,555,Mario Party,1998 Misc by Nintendo rank 555
551,556,Madden NFL 12,2011 Sports by Electronic Arts rank 556
552,557,LEGO Star Wars II: The Original Trilogy,2006 Action by LucasArts rank 557
553,558,Madden NFL 11,2010 Sports by Electronic Arts rank 558
554,559,Mario vs. Donkey Kong: Mini-Land Mayhem!,2010 Puzzle by Nintendo rank 559
555,560,Skate 3,2010 Sports by Electronic Arts rank 560
556,561,Burnout 3: Takedown,2004 Racing by Electronic Arts rank 561
557,562,Yokai Watch 2 Shinuchi,2014 Role-Playing by Level 5 rank 562
558,563,Need for Speed: Shift,2009 Racing by Electronic Arts rank 563
559,564,Final Fantasy XIII-2,2011 Role-Playing by Square Enix rank 564
560,565,Mortal Kombat,1992 Fighting by Arena Entertainment rank 565
561,566,Call Of Duty 2: Big Red One,2005 Shooter by Activision rank 566
562,567,Guitar Hero: World Tour,2008 Misc by Activision rank 567
563,568,Medal of Honor,1998 Shooter by Electronic Arts rank 568
564,569,Fable,2004 Role-Playing by Microsoft Game Studios rank 569
565,570,Hannah Montana,2006 Action by Disney Interactive Studios rank 570
566,571,Tom Clancy's Splinter Cell,2003 Action by Ubisoft rank 571
567,572,Skylanders Giants,2012 Action by Activision rank 572
568,573,Medal of Honor Heroes,2006 Shooter by Electronic Arts rank 573
569,574,Super Mario Bros.: The Lost Levels,1986 Platform by Nintendo rank 574
570,575,Star Wars: Shadows of the Empire,1996 Action by Nintendo rank 575
571,576,LEGO Star Wars: The Complete Saga,2007 Action by LucasArts rank 576
572,577,Midnight Club: Street Racing,2000 Racing by Take-Two Interactive rank 577
573,578,Pac-Man: Adventures in Time,2006 Fighting by Sony Computer Entertainment rank 578
574,579,Halo Wars,2009 Strategy by Microsoft Game Studios rank 579
575,580,God of War Collection,2009 Action by Sony Computer Entertainment rank 580
576,581,ESPN NFL 2K5,2004 Sports by Sega rank 581
577,582,Mario Strikers Charged,2007 Sports by Nintendo rank 582
578,583,Medal of Honor,2010 Shooter by Electronic Arts rank 583
579,584,FIFA Soccer 10,2009 Sports by Electronic Arts rank 584
580,585,NBA 2K12,2011 Sports by Take-Two Interactive rank 585
581,586,Style Savvy,2008 Simulation by Nintendo rank 586
582,587,Harry Potter and the Chamber of Secrets,2002 Action by Electronic Arts rank 587
583,588,Super Mario All-Stars: Limited Edition,2010 Platform by Nintendo rank 588
584,589,Streets of Rage,1990 Action by Sega rank 589
585,590,FIFA Soccer 09,2008 Sports by Electronic Arts rank 590
586,591,Ratchet & Clank Future: Tools of Destruction,2007 Platform by Sony Computer Entertainment rank 591
587,592,NBA Live 2005,2004 Sports by Electronic Arts rank 592
588,593,LittleBigPlanet,2009 Platform by Sony Computer Entertainment rank 593
589,594,Killzone: Shadow Fall,2013 Shooter by Sony Computer Entertainment rank 594
590,595,Ghostbusters: The Video Game (DS Version),2009 Action by Take-Two Interactive rank 595
591,596,Monster Hunter Freedom 2,2007 Role-Playing by Capcom rank 596
592,597,WWE SmackDown vs. RAW 2007,2006 Fighting by THQ rank 597
593,598,Ratchet & Clank: Up Your Arsenal,2004 Platform by Sony Computer Entertainment rank 598
594,599,Art Academy,2010 Misc by Nintendo rank 599
595,600,Dragon Age: Origins,2009 Role-Playing by Electronic Arts rank 600
596,601,Madden NFL 08,2007 Sports by Electronic Arts rank 601
597,602,Sonic Adventure 2 Battle,2001 Platform by Sega rank 602
598,603,Dragon Warrior II,1987 Role-Playing by Enix Corporation rank 603
599,604,Madden NFL 13,2012 Sports by Electronic Arts rank 604
600,605,Pokémon Colosseum,2003 Role-Playing by Nintendo rank 605
601,606,Deca Sports,2008 Sports by Konami Digital Entertainment rank 606
602,607,Madden NFL 09,2008 Sports by Electronic Arts rank 607
603,609,Crazy Taxi,2001 Racing by Acclaim Entertainment rank 609
604,610,Perfect Dark,2000 Action by Nintendo rank 610
605,611,Game Party,2007 Misc by Midway Games rank 611
606,612,Dragon Warrior,1986 Role-Playing by Capcom rank 612
607,613,Tomb Raider (2013),2013 Action by Square Enix rank 613
608,614,Marvel: Ultimate Alliance,2006 Role-Playing by Activision rank 614
609,615,PES 2009: Pro Evolution Soccer,2008 Sports by Konami Digital Entertainment rank 615
610,616,Mario Party 2,1999 Misc by Nintendo rank 616
611,617,Saints Row: The Third,2011 Action by THQ rank 617
612,618,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,2003 Action by Take-Two Interactive rank 618
613,619,LEGO Harry Potter: Years 1-4,2010 Action by Warner Bros. Interactive Entertainment rank 619
614,620,Mortal Kombat: Deadly Alliance,2002 Fighting by Midway Games rank 620
615,621,Resistance 2,2008 Shooter by Sony Computer Entertainment rank 621
616,622,Pure,2008 Racing by Disney Interactive Studios rank 622
617,623,Tomb Raider: The Last Revelation,1998 Action by Eidos Interactive rank 623
618,624,NBA 2K13,2012 Sports by Take-Two Interactive rank 624
619,626,NBA 2K14,2013 Sports by Take-Two Interactive rank 626
620,627,Mario Party 4,2002 Misc by Nintendo rank 627
621,628,uDraw Studio,2010 Misc by THQ rank 628
622,629,Midnight Club: Los Angeles,2008 Racing by Take-Two Interactive rank 629
623,630,Final Fantasy V,1992 Role-Playing by SquareSoft rank 630
624,631,Final Fantasy Tactics,1997 Role-Playing by SquareSoft rank 631
625,632,Twisted Metal 2,1996 Racing by Sony Computer Entertainment rank 632
626,633,Halo: Combat Evolved Anniversary,2011 Shooter by Microsoft Game Studios rank 633
627,634,Need for Speed Carbon: Own the City,2006 Racing by Electronic Arts rank 634
628,635,The Sims: Bustin' Out,2003 Simulation by Electronic Arts rank 635
629,636,Riven: The Sequel to Myst,1997 Adventure by Red Orb rank 636
630,637,Tom Clancy's Rainbow Six: Vegas 2,2008 Shooter by Ubisoft rank 637
631,638,Sonic Adventure,1998 Platform by Sega rank 638
632,639,Ice Hockey,1988 Sports by Nintendo rank 639
633,640,pro evolution soccer 2011,2010 Sports by Konami Digital Entertainment rank 640
634,641,Dragon Ball Z: Budokai 2,2003 Fighting by Atari rank 641
635,642,ATV Offroad Fury,2001 Racing by Sony Computer Entertainment rank 642
636,643,Dino Crisis,1998 Action by Capcom rank 643
637,644,Minecraft,2014 Misc by Microsoft Game Studios rank 644
638,645,Need for Speed: ProStreet,2007 Racing by Electronic Arts rank 645
639,646,Madden NFL 16,2015 Sports by Electronic Arts rank 646
640,647,Tetris Plus,1996 Puzzle by JVC rank 647
641,648,Pro Wrestling,1987 Fighting by Nintendo rank 648
642,649,Theme Hospital,1997 Strategy by Electronic Arts rank 649
643,651,Need for Speed (2015),2015 Racing by Electronic Arts rank 651
644,652,Zumba Fitness,2010 Sports by 505 Games rank 652
645,655,Monopoly,1994 Misc by Hasbro Interactive rank 655
646,656,Batman: Arkham Origins,2013 Action by Warner Bros. Interactive Entertainment rank 656
647,657,Dead Island,2011 Action by Deep Silver rank 657
648,658,Guitar Hero,2005 Misc by RedOctane rank 658
649,659,LEGO Star Wars: The Complete Saga,2007 Action by LucasArts rank 659
650,660,Kinect: Disneyland Adventures,2011 Misc by Microsoft Game Studios rank 660
